Date,NR4_membership,NR6_membership,NR7_membership,DOJI0.1_membership,Hook0.5_membership
1998-03-12,0.0,0.0,0.0,0.7916698455810547,1.0
1998-03-13,0.0,0.0,0.0,0.21875,1.0
1998-03-16,0.0,0.0,0.0,0.53125,1.0
1998-03-17,0.22058803729962762,0.0,0.0,0.0,1.0
1998-03-18,0.18750250339030572,0.0,0.0,0.0,1.0
1998-03-19,0.7115381229554667,0.0,0.0,-0.1458301544189453,1.0
1998-03-20,0.3653838705020265,0.0,0.0,1.0,1.0
1998-03-23,0.3461533721376533,0.23076891475843553,0.0,0.0,1.0
1998-03-24,0.0,0.11538416394062212,0.0,0.0,1.0
1998-03-25,0.0,0.0,0.0,-1.7604103088378906,1.0
1998-03-26,0.0,0.0,0.0,0.0,1.0
1998-03-27,0.0,0.0,0.0,0.0,1.0
1998-03-30,0.0,0.0,0.0,1.0,1.0
1998-03-31,0.0,0.0,0.0,0.0,1.0
1998-04-01,0.0,0.0,0.0,0.0,1.0
1998-04-02,0.0,0.0,0.0,0.0,1.0
1998-04-03,0.0,0.0,0.0,-1.7083301544189453,1.0
1998-04-06,0.0,0.0,0.0,-3.6875,1.0
1998-04-07,0.0,0.0,0.0,0.1666698455810547,1.0
1998-04-08,0.0,0.0,0.0,0.0,1.0
1998-04-09,0.0,0.0,0.0,0.0,1.0
1998-04-13,0.0,0.0,0.0,0.53125,1.0
1998-04-14,0.0,0.0,0.0,0.0,1.0
1998-04-15,0.0,0.0,0.0,-0.5625,1.0
1998-04-16,0.0,0.0,0.0,0.0,1.0
1998-04-17,0.0,0.0,0.0,0.21875,1.0
1998-04-20,0.0,0.0,0.0,0.0625,1.0
1998-04-21,0.0,0.0,0.0,-0.8229198455810547,1.0
1998-04-22,0.0,0.0,0.0,-4.0,1.0
1998-04-23,0.0,0.0,0.0,-4.0,1.0
1998-04-24,0.0,0.0,0.0,0.0,1.0
1998-04-27,0.0,0.0,0.0,0.4791603088378906,0.0
1998-04-28,0.0,0.0,0.0,0.0,1.0
1998-04-29,0.0,0.0,0.0,-0.4583396911621094,1.0
1998-04-30,0.0,0.0,0.0,-3.7916698455810547,1.0
1998-05-01,0.0,0.0,0.0,0.0,1.0
1998-05-04,0.0,0.0,0.0,0.0,1.0
1998-05-05,0.34166717529296875,0.0,0.0,0.765629768371582,1.0
1998-05-06,0.7416671752929687,0.0,0.0,-2.0208301544189453,1.0
1998-05-07,0.9864860517941891,0.12222239176432288,0.0,1.0,1.0
1998-05-08,0.6578936590043392,0.5222218831380208,0.0,0.0,1.0
1998-05-11,0.0,0.5438590151005915,0.04444427490234363,-4.052089691162109,1.0
1998-05-12,0.0,0.7275644580756213,0.06089779140895472,0.0,1.0
1998-05-13,0.0,0.4487184678776268,0.11538513454429347,0.0,1.0
1998-05-14,0.0,0.1474356152838984,0.0,0.6354103088378906,1.0
1998-05-15,0.0,0.0,0.0,-0.875,1.0
1998-05-18,0.0,0.0,0.0,-0.6145801544189453,1.0
1998-05-19,0.0,0.0,0.0,0.0,1.0
1998-05-20,0.08064482785098726,0.0,0.0,-0.4583301544189453,1.0
1998-05-21,0.15322561591484996,0.0,0.0,0.375,1.0
1998-05-22,0.09677290742523681,0.06451527161682453,0.0,-0.9791603088378906,1.0
1998-05-26,0.0,0.0,0.0,-2.4895801544189453,1.0
1998-05-27,0.0,0.0,0.0,0.0,1.0
1998-05-28,0.0,0.224043937285908,0.0,-0.09375,1.0
1998-05-29,0.0,0.0,0.0,0.0,1.0
1998-06-01,0.0,0.0,0.0,-0.9791603088378906,1.0
1998-06-02,0.0,0.0,0.0,0.0,1.0
1998-06-03,0.0,0.0,0.0,-3.375,1.0
1998-06-04,0.0,0.0,0.0,0.0,1.0
1998-06-05,0.0,0.0,0.0,0.0,1.0
1998-06-08,0.0,0.0,0.0,0.0,1.0
1998-06-09,0.0,0.0,0.0,0.0,1.0
1998-06-10,0.0,0.0,0.0,0.0,1.0
1998-06-11,0.0,0.0,0.0,0.0,1.0
1998-06-12,0.0,0.0,0.0,-3.1666603088378906,1.0
1998-06-15,0.0,0.0,0.0,0.0,1.0
1998-06-16,0.0,0.0,0.0,0.0,1.0
1998-06-17,0.0,0.0,0.0,0.0,1.0
1998-06-18,0.0,0.0,0.0,-13.791669845581055,1.0
1998-06-19,0.0,0.0,0.0,0.0,1.0
1998-06-22,0.0,0.0,0.0,0.0,1.0
1998-06-23,0.0,0.0,0.0,0.0,1.0
1998-06-24,0.0,0.0,0.0,0.0,1.0
1998-06-25,0.0,0.0,0.0,-0.5625,1.0
1998-06-26,0.0,0.0,0.0,-4.416669845581055,1.0
1998-06-29,0.0,0.0,0.0,0.0,1.0
1998-06-30,0.2956986971461648,0.0,0.0,0.0,1.0
1998-07-01,0.21428590112819235,0.0,0.0,0.0,1.0
1998-07-02,0.5272719252396187,0.0,0.0,0.0,1.0
1998-07-06,0.0,0.0,0.0,0.0,1.0
1998-07-07,0.0,0.0,0.0,0.0,0.0
1998-07-08,0.0,0.0,0.0,-6.9166412353515625,1.0
1998-07-09,0.0,0.0,0.0,-7.541679382324219,1.0
1998-07-10,0.0,0.0,0.0,-4.8333587646484375,1.0
1998-07-13,0.0,0.0,0.0,0.0,1.0
1998-07-14,0.0,0.0,0.0,0.0,1.0
1998-07-15,0.22272758862199415,0.0,0.0,-4.833320617675781,1.0
1998-07-16,0.7636358415588598,0.0,0.0,0.8958206176757812,1.0
1998-07-17,0.686363679870095,0.0,0.0,0.0,1.0
1998-07-20,0.0,0.0,0.0,0.0,1.0
1998-07-21,0.03374249324307632,0.0,0.0,-7.645820617675781,1.0
1998-07-22,0.0,0.0,0.0,1.0,1.0
1998-07-23,0.0,0.0,0.0,-2.9583587646484375,1.0
1998-07-24,0.0,0.0,0.0,-7.3333587646484375,1.0
1998-07-27,0.0,0.0,0.0,0.0,1.0
1998-07-28,0.0,0.0,0.0,-8.166641235351562,1.0
1998-07-29,0.0,0.0,0.0,0.0,1.0
1998-07-30,0.0,0.0,0.0,0.0,1.0
1998-07-31,0.0,0.0,0.0,-5.0416412353515625,1.0
1998-08-03,0.3482144754761154,0.0,0.0,-1.5,1.0
1998-08-04,0.2857141689377751,0.0,0.0,0.5833206176757812,1.0
1998-08-05,0.3092116358519932,0.02083316303425538,0.0,-10.041641235351562,1.0
1998-08-06,0.6404758998325892,0.10863064827545621,0.0,0.0,1.0
1998-08-07,0.13809552873883923,0.09206368582589282,0.0,0.0,1.0
1998-08-10,0.0,0.15873035249255954,0.0,0.0,1.0
1998-08-11,0.0,0.0,0.0,0.0,1.0
1998-08-12,0.0,0.0,0.0,0.0,1.0
1998-08-13,0.0,0.0,0.0,-4.208320617675781,1.0
1998-08-14,0.0,0.0,0.0,-12.229179382324219,1.0
1998-08-17,0.0,0.0,0.0,-0.7708206176757812,1.0
1998-08-18,0.0,0.0,0.0,0.0,1.0
1998-08-19,0.0,0.0,0.0,-3.1666793823242188,1.0
1998-08-20,0.29761941092354904,0.0,0.0,0.0,1.0
1998-08-21,0.6484369635573786,0.0,0.0,0.0,1.0
1998-08-24,0.256249628066449,0.0,0.0,0.0,1.0
1998-08-25,0.020000000000000018,0.0,0.0,-8.6875,1.0
1998-08-26,0.0,0.0,0.0,-3.1666793823242188,1.0
1998-08-27,0.0,0.04888888888888883,0.0,-7.9583587646484375,1.0
1998-08-28,0.0,0.0,0.0,0.0,1.0
1998-08-31,0.0,0.0,0.0,0.0,0.0
1998-09-01,0.0,0.0,0.0,0.0,1.0
1998-09-02,0.0,0.0,0.0,0.0,1.0
1998-09-03,0.0,0.0,0.0,0.0,1.0
1998-09-04,0.0,0.0,0.0,0.2708301544189453,0.0
1998-09-08,0.0,0.0,0.0,-1.9166698455810547,1.0
1998-09-09,0.0,0.0,0.0,-7.333339691162109,0.0
1998-09-10,0.2236843214800699,0.0,0.0,0.0,1.0
1998-09-11,0.5902776718139648,0.0,0.0,-2.8541698455810547,1.0
1998-09-14,0.6111110051472981,0.0,0.0,-10.145830154418945,1.0
1998-09-15,0.2569446563720703,0.0,0.0,0.0,1.0
1998-09-16,0.0,0.0,0.0,0.0,1.0
1998-09-17,0.0,0.0,0.0,-4.729169845581055,1.0
1998-09-18,0.0,0.0,0.0,0.0,1.0
1998-09-21,0.12337662337662336,0.08225108225108224,0.0,0.0,1.0
1998-09-22,0.0,0.24386728790415307,0.0,0.8958396911621094,1.0
1998-09-23,0.0,0.0,0.0,0.0,1.0
1998-09-24,0.004032013939649026,0.0,0.0,-7.3333587646484375,1.0
1998-09-25,0.0,0.0,0.0,0.0,0.0
1998-09-28,0.0,0.0,0.0,-0.25,1.0
1998-09-29,0.0,0.0,0.0,-5.875,1.0
1998-09-30,0.0,0.0,0.0,0.0,1.0
1998-10-01,0.0,0.0,0.0,-7.958320617675781,1.0
1998-10-02,0.0,0.0,0.0,0.0,1.0
1998-10-05,0.0,0.0,0.0,-5.953105926513672,1.0
1998-10-06,0.0,0.0,0.0,-4.3125,1.0
1998-10-07,0.0,0.0,0.0,-14.312509536743164,0.0
1998-10-08,0.0,0.0,0.0,0.0,1.0
1998-10-09,0.0,0.0,0.0,0.0,0.0
1998-10-12,0.0,0.0,0.0,-5.5625,1.0
1998-10-13,0.32407414079205865,0.0,0.0,0.2708396911621094,1.0
1998-10-14,0.5153850812741603,0.0,0.0,0.0,1.0
1998-10-15,1.0,0.0,0.0,0.0,1.0
1998-10-16,1.0,0.0,0.0,0.0,1.0
1998-10-19,0.4999996366952346,0.010256486098894364,0.0,0.0,1.0
1998-10-20,0.126983642578125,0.42187444865651,0.09230743588786527,-2.3333206176757812,1.0
1998-10-21,0.0,0.47089979383680564,0.47395846744391196,0.0,1.0
1998-10-22,0.0,0.22222222222222215,0.5555555555555556,0.0,1.0
1998-10-23,0.0,0.5337299165271576,0.5337299165271576,0.0,1.0
1998-10-26,0.25595201764787934,0.5039680117652529,0.8373013450985862,0.0,1.0
1998-10-27,0.02678571428571419,0.017857142857142794,0.3511904761904763,-12.020820617675781,1.0
1998-10-28,0.0,0.0,0.16666666666666666,0.0,1.0
1998-10-29,0.0,0.0,0.0,0.0,1.0
1998-10-30,0.0,0.0,0.0,0.6875,1.0
1998-11-02,0.0,0.0,0.0,0.0,1.0
1998-11-03,0.0,0.0,0.0,-7.4375,1.0
1998-11-04,0.0,0.0,0.0,-1.6041412353515625,1.0
1998-11-05,0.0,0.0,0.0,0.0,1.0
1998-11-06,0.0,0.0,0.0,-1.3958206176757812,1.0
1998-11-09,0.042735564403044934,0.0,0.0,0.0,1.0
1998-11-10,0.0,0.0,0.0,0.0,1.0
1998-11-11,0.1210521446496513,0.0,0.0,-10.666641235351562,1.0
1998-11-12,0.0,0.0,0.0,0.0,1.0
1998-11-13,0.0,0.0,0.0,-5.9791412353515625,1.0
1998-11-16,0.0,0.0,0.0,-2.75,1.0
1998-11-17,0.0,0.0,0.0,0.0,1.0
1998-11-18,0.0,0.0,0.0,0.0,1.0
1998-11-19,0.0,0.0,0.0,0.0,1.0
1998-11-20,0.0,0.0,0.0,0.0,0.0
1998-11-23,0.0,0.0,0.0,0.0,0.0
1998-11-24,0.0,0.0,0.0,-14.833320617675781,1.0
1998-11-25,0.0,0.0,0.0,-9.3125,1.0
1998-11-27,0.0,0.0,0.0,-0.0416412353515625,1.0
1998-11-30,0.0,0.0,0.0,0.0,0.0
1998-12-01,0.0,0.0,0.0,0.0,1.0
1998-12-02,0.0,0.0,0.0,-11.395820617675781,1.0
1998-12-03,0.0,0.0,0.0,-15.041679382324219,1.0
1998-12-04,0.0,0.0,0.0,-10.666641235351562,1.0
1998-12-07,0.0,0.0,0.0,-2.3333587646484375,1.0
1998-12-08,0.0,0.0,0.0,0.0,1.0
1998-12-09,0.0,0.0,0.0,0.0,1.0
1998-12-10,0.0,0.0,0.0,-6.5,1.0
1998-12-11,0.0,0.0,0.0,0.0,1.0
1998-12-14,0.0,0.0,0.0,0.0,1.0
1998-12-15,0.0,0.0,0.0,0.0,0.0
1998-12-16,0.0,0.0,0.0,0.0,1.0
1998-12-17,0.0,0.0,0.0,0.0,1.0
1998-12-18,0.0,0.0,0.0,0.0,0.0
1998-12-21,0.0,0.0,0.0,0.0,0.0
1998-12-22,0.0,0.0,0.0,-6.6041412353515625,1.0
1998-12-23,0.0,0.0,0.0,-4.0,1.0
1998-12-24,0.31609212941136855,0.0,0.0,0.0,0.33333587646484375
1998-12-28,0.0,0.0,0.0,0.0,1.0
1998-12-29,0.20677949690055142,0.0,0.0,0.0,1.0
1998-12-30,0.0,0.0,0.0,-18.58332061767578,1.0
1998-12-31,0.0,0.0,0.0,0.0,1.0
1999-01-04,0.0,0.0,0.0,0.0,1.0
1999-01-05,0.0,0.0,0.0,0.0,0.0
1999-01-06,0.0,0.0,0.0,0.0,1.0
1999-01-07,0.0,0.0,0.0,0.0,0.0
1999-01-08,0.0,0.0,0.0,0.0,1.0
1999-01-11,0.0,0.0,0.0,0.0,1.0
1999-01-12,0.0,0.0,0.0,0.0,0.0
1999-01-13,0.0,0.0,0.0,0.0,1.0
1999-01-14,0.0,0.0,0.0,0.0,1.0
1999-01-15,0.0,0.0,0.0,0.0,1.0
1999-01-19,0.0,0.0,0.0,0.0,0.0
1999-01-20,0.14610389610389607,0.0,0.0,0.0,0.0
1999-01-21,0.17316513761467878,0.0,0.0,0.0,1.0
1999-01-22,0.002293577981651307,0.0,0.0,0.0,1.0
1999-01-25,0.0,0.0,0.0,0.0,1.0
1999-01-26,0.0,0.0,0.0,0.0,0.25
1999-01-27,0.0,0.0,0.0,0.0,1.0
1999-01-28,0.0,0.0,0.0,-16.8125,1.0
1999-01-29,0.3322784810126582,0.0,0.0,0.0,1.0
1999-02-01,0.8148734177215191,0.24347158218125964,0.0,-8.375,1.0
1999-02-02,0.7990506329113924,0.5327004219409283,0.23579109062980042,0.0,1.0
1999-02-03,0.47058823529411775,0.7046413502109703,0.37130801687763704,0.0,1.0
1999-02-04,0.7,0.48945147679324885,0.48945147679324885,0.0,1.0
1999-02-05,0.19821428571428568,0.46547619047619043,0.4883966244725739,-4.625,1.0
1999-02-08,0.0,0.1547619047619048,0.48809523809523814,0.0,1.0
1999-02-09,0.0,0.0,0.17976190476190484,0.0,0.0
1999-02-10,0.0,0.0,0.0,-3.0625,1.0
1999-02-11,0.0,0.0,0.0,0.0,1.0
1999-02-12,0.0,0.0,0.0,-16.5,1.0
1999-02-16,0.0,0.0,0.0,0.0,1.0
1999-02-17,0.0,0.0,0.0,0.0,1.0
1999-02-18,0.0,0.0,0.0,0.0,1.0
1999-02-19,0.0,0.0,0.0,0.0,1.0
1999-02-22,0.0,0.0,0.0,0.0,1.0
1999-02-23,0.0,0.0,0.0,0.0,1.0
1999-02-24,0.0,0.0,0.0,0.0,1.0
1999-02-25,0.0,0.0,0.0,0.0,0.0
1999-02-26,0.0,0.0,0.0,0.0,1.0
1999-03-01,0.0,0.0,0.0,0.0,1.0
1999-03-02,0.0,0.0,0.0,0.0,1.0
1999-03-03,0.0,0.0,0.0,-0.25,1.0
1999-03-04,0.0,0.0,0.0,0.0,1.0
1999-03-05,0.0,0.0,0.0,-11.1875,1.0
1999-03-08,0.25531914893617014,0.0,0.0,0.0,1.0
1999-03-09,0.5589887640449438,0.11063829787234036,0.0,0.0,0.0
